time,pressure
0,0.101
0.005196132,0.628344371
0.008671713,0.982188972
0.011821984,1.246808313
0.014811184,1.450125708
0.017702674,1.608589212
0.020528939,1.733225817
0.023309182,1.831892674
0.026055766,1.910388111
0.028777114,1.973088109
0.031479197,2.023346117
0.034166369,2.063760181
0.036841874,2.096359344
0.039508171,2.122737906
0.042167142,2.144154425
0.044820248,2.161606042
0.047468626,2.175885069
0.050113171,2.187622515
0.052754588,2.197321869
0.055393435,2.205385488
0.058030157,2.212135316
0.060665107,2.217829233
0.063298566,2.222673989
0.065930762,2.226835468
0.068561875,2.230446855
0.07119205,2.233615147
0.073821404,2.236426344
0.076450031,2.238949606
0.079078005,2.24124057
0.081705388,2.243344017
0.084332229,2.245295998
0.086958568,2.247125551
0.089584436,2.24885607
0.092209859,2.250506409
0.094834858,2.252091768
0.097459451,2.253624404
0.100083651,2.255114204
0.10270747,2.256569146
0.105330916,2.257995667
0.107953997,2.259398966
0.110576721,2.260783239
0.11319909,2.262151879
0.115821111,2.263507622
0.118442786,2.264852684
0.121064118,2.266188854
0.12368511,2.267517577
0.126305765,2.268840025
0.128926083,2.270157143
0.131546066,2.271469698
0.134165717,2.272778309
0.136785035,2.274083478
0.139404023,2.27538561
0.142022681,2.276685036
0.14464101,2.277982021
0.147259011,2.279276781
0.149876685,2.28056949
0.152494032,2.281860291
0.155111054,2.283149298
0.15772775,2.284436604
0.160344122,2.285722285
0.16296017,2.287006401
0.165575895,2.288289002
0.168191297,2.289570128
0.170806377,2.290849812
0.173421136,2.292128079
0.176035574,2.293404951
0.178649692,2.294680445
0.181263489,2.295954575
0.183876968,2.297227352
0.186490128,2.298498784
0.18910297,2.29976888
0.191715494,2.301037644
0.194327702,2.302305082
0.196939593,2.303571197
0.199551168,2.304835991
0.202162428,2.306099468
0.204773373,2.307361628
0.207384003,2.308622473
0.20999432,2.309882004
0.212604324,2.311140221
0.215214015,2.312397125
0.217823394,2.313652717
0.220432461,2.314906996
0.223041217,2.316159962
0.225649663,2.317411615
0.228257799,2.318661955
0.230865625,2.319910982
0.233473142,2.321158696
0.236080351,2.322405095
0.238687252,2.32365018
0.241293845,2.32489395
0.243900132,2.326136404
0.246506112,2.327377543
0.249111787,2.328617366
0.251717156,2.329855872
0.254322221,2.331093061
0.256926981,2.332328932
0.259531438,2.333563485
0.262135591,2.334796719
0.264739442,2.336028633
0.26734299,2.337259228
0.269946237,2.338488503
0.272549183,2.339716456
0.275151828,2.340943088
0.277754173,2.342168398
0.280356219,2.343392386
0.282957965,2.34461505
0.285559413,2.345836391
0.288160563,2.347056408
0.290761416,2.3482751
0.293361971,2.349492467
0.29596223,2.350708508
0.298562193,2.351923222
0.30116186,2.35313661
0.303761232,2.354348671
0.30636031,2.355559404
0.308959094,2.356768808
0.311557585,2.357976883
0.314155783,2.359183629
0.316753688,2.360389045
0.319351301,2.36159313
0.321948623,2.362795884
0.324545654,2.363997307
0.327142394,2.365197397
0.329738845,2.366396155
0.332335006,2.367593579
0.334930878,2.36878967
0.337526462,2.369984427
0.340121758,2.371177849
0.342716766,2.372369936
0.345311487,2.373560687
0.347905923,2.374750101
0.350500072,2.375938179
0.353093935,2.377124919
0.355687514,2.378310322
0.358280808,2.379494386
0.360873819,2.380677111
0.363466546,2.381858497
0.366058989,2.383038543
0.368651151,2.384217249
0.37124303,2.385394613
0.373834628,2.386570636
0.376425945,2.387745317
0.379016982,2.388918656
0.381607738,2.390090652
0.384198215,2.391261304
0.386788413,2.392430613
0.389378332,2.393598576
0.391967973,2.394765195
0.394557337,2.395930469
0.397146423,2.397094396
0.399735233,2.398256977
0.402323767,2.399418211
0.404912025,2.400578097
0.407500008,2.401736635
0.410087716,2.402893825
0.41267515,2.404049666
0.41526231,2.405204158
0.417849197,2.406357299
0.420435811,2.40750909
0.423022153,2.40865953
0.425608223,2.409808619
0.428194022,2.410956356
0.430779549,2.41210274
0.433364807,2.413247771
0.435949795,2.414391449
0.438534513,2.415533773
0.441118962,2.416674743
0.443703142,2.417814358
0.446287055,2.418952617
0.4488707,2.420089521
0.451454078,2.421225068
0.45403719,2.422359259
0.456620035,2.423492092
0.459202615,2.424623568
0.461784929,2.425753685
0.464366979,2.426882444
0.466948764,2.428009843
0.469530286,2.429135883
0.472111544,2.430260562
0.47469254,2.431383881
0.477273273,2.432505839
0.479853744,2.433626436
0.482433954,2.43474567
0.485013903,2.435863542
0.487593591,2.436980051
0.490173019,2.438095196
0.492752188,2.439208978
0.495331098,2.440321395
0.497909748,2.441432447
0.500488141,2.442542134
0.503066276,2.443650455
0.505644153,2.44475741
0.508221774,2.445862999
0.510799138,2.44696722
0.513376247,2.448070073
0.5159531,2.449171559
0.518529698,2.450271676
0.521106041,2.451370423
0.52368213,2.452467802
0.526257966,2.45356381
0.528833548,2.454658448
0.531408878,2.455751716
0.533983955,2.456843612
0.536558781,2.457934136
0.539133355,2.459023288
0.541707679,2.460111067
0.544281752,2.461197474
0.546855575,2.462282507
0.549429148,2.463366165
0.552002472,2.46444845
0.554575548,2.465529359
0.557148375,2.466608893
0.559720954,2.467687052
0.562293287,2.468763834
0.564865372,2.469839239
0.567437211,2.470913268
0.570008804,2.471985918
0.572580151,2.473057191
0.575151254,2.474127085
0.577722111,2.475195601
0.580292725,2.476262737
0.582863095,2.477328493
0.585433221,2.478392869
0.588003105,2.479455865
0.590572746,2.480517479
0.593142145,2.481577712
0.595711303,2.482636563
0.598280219,2.483694032
0.600848895,2.484750118
0.60341733,2.48580482
0.605985526,2.486858139
0.608553483,2.487910074
0.6111212,2.488960624
0.613688679,2.49000979
0.61625592,2.49105757
0.618822924,2.492103964
0.62138969,2.493148972
0.62395622,2.494192593
0.626522513,2.495234827
0.62908857,2.496275673
0.631654392,2.497315132
0.634219979,2.498353202
0.636785332,2.499389884
0.63935045,2.500425176
0.641915335,2.501459079
0.644479986,2.502491591
0.647044404,2.503522714
0.64960859,2.504552445
0.652172545,2.505580785
0.654736267,2.506607733
0.657299759,2.507633289
0.659863019,2.508657453
0.66242605,2.509680223
0.664988851,2.510701601
0.667551422,2.511721584
0.670113764,2.512740174
0.672675878,2.513757368
0.675237764,2.514773168
0.677799422,2.515787572
0.680360852,2.516800581
0.682922056,2.517812193
0.685483033,2.518822408
0.688043785,2.519831227
0.690604311,2.520838648
0.693164611,2.521844671
0.695724687,2.522849296
0.698284539,2.523852523
0.700844167,2.52485435
0.703403571,2.525854778
0.705962752,2.526853805
0.708521711,2.527851433
0.711080447,2.52884766
0.713638961,2.529842486
0.716197255,2.53083591
0.718755327,2.531827933
0.721313179,2.532818553
0.72387081,2.533807771
0.726428222,2.534795586
0.728985415,2.535781997
0.731542388,2.536767004
0.734099143,2.537750608
0.736655681,2.538732806
0.739212,2.5397136
0.741768102,2.540692988
0.744323988,2.54167097
0.746879657,2.542647547
0.74943511,2.543622716
0.751990348,2.544596479
0.75454537,2.545568834
0.757100178,2.546539782
0.759654771,2.547509322
0.762209151,2.548477453
0.764763317,2.549444175
0.767317269,2.550409488
0.769871009,2.551373392
0.772424537,2.552335885
0.774977853,2.553296968
0.777530958,2.554256641
0.780083851,2.555214902
0.782636534,2.556171752
0.785189006,2.557127189
0.787741269,2.558081215
0.790293322,2.559033828
0.792845166,2.559985028
0.795396802,2.560934814
0.797948229,2.561883187
0.800499449,2.562830145
0.803050461,2.563775689
0.805601266,2.564719819
0.808151864,2.565662532
0.810702257,2.566603831
0.813252443,2.567543713
0.815802424,2.568482179
0.8183522,2.569419228
0.820901772,2.57035486
0.823451139,2.571289075
0.826000302,2.572221872
0.828549262,2.573153251
0.831098019,2.574083211
0.833646574,2.575011752
0.836194926,2.575938874
0.838743076,2.576864577
0.841291025,2.577788859
0.843838773,2.578711721
0.846386321,2.579633162
0.848933668,2.580553183
0.851480815,2.581471782
0.854027763,2.582388959
0.856574512,2.583304713
0.859121062,2.584219046
0.861667414,2.585131956
0.864213568,2.586043442
0.866759525,2.586953505
0.869305284,2.587862144
0.871850847,2.588769358
0.874396214,2.589675148
0.876941384,2.590579513
0.87948636,2.591482453
0.88203114,2.592383967
0.884575725,2.593284056
0.887120116,2.594182717
0.889664313,2.595079952
0.892208317,2.59597576
0.894752127,2.596870141
0.897295745,2.597763094
0.89983917,2.598654619
0.902382403,2.599544715
0.904925445,2.600433383
0.907468295,2.601320621
0.910010955,2.60220643
0.912553424,2.60309081
0.915095703,2.603973759
0.917637793,2.604855278
0.920179693,2.605735366
0.922721404,2.606614022
0.925262927,2.607491248
0.927804261,2.608367041
0.930345408,2.609241402
0.932886368,2.610114331
0.93542714,2.610985827
0.937967726,2.61185589
0.940508126,2.612724519
0.94304834,2.613591715
0.945588368,2.614457476
0.948128212,2.615321803
0.95066787,2.616184695
0.953207345,2.617046152
0.955746635,2.617906174
0.958285742,2.61876476
0.960824666,2.619621909
0.963363406,2.620477622
0.965901965,2.621331899
0.968440341,2.622184738
0.970978536,2.62303614
0.97351655,2.623886104
0.976054383,2.62473463
0.978592035,2.625581718
0.981129507,2.626427367
0.983666799,2.627271576
0.986203912,2.628114347
0.988740846,2.628955678
0.991277601,2.629795569
0.993814178,2.630634019
0.996350577,2.631471029
0.998886798,2.632306598
1.001422843,2.633140726
1.00395871,2.633973412
1.006494402,2.634804656
1.009029917,2.635634458
1.011565257,2.636462818
1.014100421,2.637289735
1.01663541,2.638115208
1.019170225,2.638939238
1.021704866,2.639761825
1.024239333,2.640582967
1.026773626,2.641402665
1.029307747,2.642220918
1.031841695,2.643037726
1.03437547,2.643853089
1.036909074,2.644667006
1.039442506,2.645479477
1.041975767,2.646290503
1.044508857,2.647100081
1.047041776,2.647908213
1.049574526,2.648714897
1.052107106,2.649520135
1.054639516,2.650323924
1.057171758,2.651126265
1.05970383,2.651927158
1.062235735,2.652726603
1.064767472,2.653524598
1.067299041,2.654321144
1.069830443,2.655116241
1.072361678,2.655909887
1.074892747,2.656702084
1.077423649,2.65749283
1.079954386,2.658282126
1.082484958,2.65906997
1.085015365,2.659856363
1.087545607,2.660641305
1.090075685,2.661424794
1.092605599,2.662206832
1.095135349,2.662987417
1.097664936,2.663766549
1.100194361,2.664544228
1.102723623,2.665320453
1.105252723,2.666095226
1.107781661,2.666868544
1.110310438,2.667640407
1.112839054,2.668410817
1.11536751,2.669179771
1.117895805,2.669947271
1.12042394,2.670713315
1.122951915,2.671477903
1.125479732,2.672241036
1.128007389,2.673002712
1.130534889,2.673762932
1.133062229,2.674521695
1.135589413,2.675279001
1.138116439,2.67603485
1.140643307,2.676789241
1.143170019,2.677542174
1.145696575,2.678293649
1.148222975,2.679043665
1.150749219,2.679792223
1.153275308,2.680539321
1.155801242,2.681284961
1.158327022,2.68202914
1.160852647,2.68277186
1.163378118,2.68351312
1.165903436,2.68425292
1.168428601,2.684991258
1.170953613,2.685728136
1.173478472,2.686463553
1.17600318,2.687197508
1.178527736,2.687930001
1.18105214,2.688661033
1.183576393,2.689390602
1.186100496,2.690118708
1.188624449,2.690845352
1.191148251,2.691570533
1.193671904,2.69229425
1.196195407,2.693016504
1.198718762,2.693737293
1.201241968,2.694456619
1.203765026,2.69517448
1.206287936,2.695890877
1.208810699,2.696605808
1.211333314,2.697319275
1.213855783,2.698031276
1.216378105,2.698741811
1.218900281,2.69945088
1.221422311,2.700158483
1.223944196,2.700864619
1.226465935,2.701569289
1.22898753,2.702272491
1.231508981,2.702974227
1.234030288,2.703674494
1.23655145,2.704373294
1.23907247,2.705070626
1.241593347,2.70576649
1.244114081,2.706460885
1.246634672,2.707153811
1.249155122,2.707845269
1.25167543,2.708535256
1.254195597,2.709223775
1.256715623,2.709910823
1.259235508,2.710596402
1.261755253,2.71128051
1.264274858,2.711963147
1.266794324,2.712644314
1.269313651,2.71332401
1.271832838,2.714002234
1.274351887,2.714678987
1.276870798,2.715354268
1.279389571,2.716028077
1.281908207,2.716700413
1.284426705,2.717371277
1.286945067,2.718040668
1.289463292,2.718708587
1.291981381,2.719375032
1.294499335,2.720040003
1.297017153,2.720703501
1.299534835,2.721365525
1.302052383,2.722026074
1.304569797,2.722685149
1.307087077,2.723342749
1.309604222,2.723998875
1.312121235,2.724653525
1.314638114,2.7253067
1.317154861,2.725958399
1.319671475,2.726608622
1.322187957,2.727257369
1.324704308,2.727904639
1.327220527,2.728550434
1.329736615,2.729194751
1.332252572,2.729837591
1.334768399,2.730478954
1.337284096,2.731118839
1.339799664,2.731757247
1.342315102,2.732394176
1.344830411,2.733029627
1.347345591,2.7336636
1.349860643,2.734296094
1.352375567,2.73492711
1.354890363,2.735556646
1.357405032,2.736184703
1.359919574,2.73681128
1.362433989,2.737436377
1.364948278,2.738059995
1.367462441,2.738682132
1.369976479,2.739302788
1.372490391,2.739921964
1.375004178,2.740539659
1.37751784,2.741155873
1.380031378,2.741770605
1.382544792,2.742383856
1.385058082,2.742995625
1.387571249,2.743605912
1.390084294,2.744214716
1.392597215,2.744822038
1.395110014,2.745427878
1.397622691,2.746032234
1.400135246,2.746635108
1.40264768,2.747236498
1.405159993,2.747836404
1.407672186,2.748434827
1.410184258,2.749031766
1.41269621,2.74962722
1.415208042,2.75022119
1.417719755,2.750813676
1.420231349,2.751404676
1.422742824,2.751994192
1.425254181,2.752582222
1.42776542,2.753168767
1.430276541,2.753753826
1.432787544,2.754337399
1.435298431,2.754919487
1.437809201,2.755500087
1.440319855,2.756079202
1.442830392,2.756656829
1.445340814,2.75723297
1.44785112,2.757807623
1.450361311,2.758380789
1.452871388,2.758952468
1.45538135,2.759522659
1.457891198,2.760091361
1.460400932,2.760658576
1.462910552,2.761224302
1.46542006,2.76178854
1.467929455,2.762351289
1.470438737,2.762912549
1.472947907,2.76347232
1.475456965,2.764030601
1.477965912,2.764587393
1.480474748,2.765142695
1.482983473,2.765696508
1.485492087,2.76624883
1.488000591,2.766799661
1.490508985,2.767349002
1.49301727,2.767896853
1.495525445,2.768443212
1.498033512,2.76898808
1.500541469,2.769531457
1.503049319,2.770073343
1.505557061,2.770613736
1.508064695,2.771152638
1.510572222,2.771690048
1.513079641,2.772225965
1.515586955,2.77276039
1.518094161,2.773293322
1.520601262,2.773824762
1.523108257,2.774354708
1.525615147,2.774883161
1.528121932,2.775410121
1.530628612,2.775935587
1.533135188,2.776459559
1.535641659,2.776982037
1.538148027,2.777503021
1.540654291,2.778022511
1.543160453,2.778540506
1.545666511,2.779057007
1.548172467,2.779572012
1.550678321,2.780085522
1.553184073,2.780597538
1.555689723,2.781108057
1.558195273,2.781617081
1.560700721,2.78212461
1.563206069,2.782630642
1.565711316,2.783135178
1.568216464,2.783638218
1.570721512,2.784139761
1.573226461,2.784639808
1.575731311,2.785138357
1.578236062,2.78563541
1.580740715,2.786130965
1.58324527,2.786625023
1.585749727,2.787117583
1.588254087,2.787608646
1.590758349,2.788098211
1.593262515,2.788586277
1.595766585,2.789072846
1.598270558,2.789557915
1.600774436,2.790041487
1.603278218,2.790523559
1.605781905,2.791004132
1.608285497,2.791483207
1.610788994,2.791960782
1.613292398,2.792436857
1.615795707,2.792911433
1.618298923,2.793384509
1.620802046,2.793856085
1.623305075,2.794326161
1.625808012,2.794794737
1.628310857,2.795261812
1.63081361,2.795727387
1.633316271,2.79619146
1.63581884,2.796654033
1.638321319,2.797115105
1.640823706,2.797574675
1.643326004,2.798032744
1.645828211,2.798489311
1.648330328,2.798944377
1.650832356,2.799397941
1.653334295,2.799850002
1.655836144,2.800300561
1.658337906,2.800749618
1.660839579,2.801197173
1.663341164,2.801643224
1.665842661,2.802087773
1.668344071,2.802530818
1.670845394,2.802972361
1.673346631,2.8034124
1.675847781,2.803850935
1.678348845,2.804287967
1.680849823,2.804723495
1.683350716,2.80515752
1.685851523,2.80559004
1.688352246,2.806021055
1.690852884,2.806450567
1.693353438,2.806878573
1.695853909,2.807305075
1.698354295,2.807730073
1.700854598,2.808153565
1.703354819,2.808575552
1.705854957,2.808996033
1.708355012,2.809415009
1.710854985,2.80983248
1.713354877,2.810248445
1.715854687,2.810662903
1.718354416,2.811075856
1.720854065,2.811487303
1.723353633,2.811897243
1.72585312,2.812305677
1.728352528,2.812712604
1.730851856,2.813118024
1.733351105,2.813521938
1.735850275,2.813924344
1.738349367,2.814325243
1.74084838,2.814724635
1.743347315,2.815122519
1.745846172,2.815518896
1.748344952,2.815913765
1.750843655,2.816307126
1.753342281,2.816698979
1.755840831,2.817089324
1.758339305,2.81747816
1.760837702,2.817865488
1.763336024,2.818251308
1.765834271,2.818635618
1.768332443,2.81901842
1.77083054,2.819399713
1.773328563,2.819779497
1.775826512,2.820157771
1.778324387,2.820534537
1.780822189,2.820909792
1.783319917,2.821283538
1.785817573,2.821655774
1.788315157,2.8220265
1.790812668,2.822395717
1.793310107,2.822763423
1.795807475,2.823129618
1.798304771,2.823494304
1.800801997,2.823857478
1.803299152,2.824219142
1.805796236,2.824579295
1.80829325,2.824937938
1.810790195,2.825295069
1.81328707,2.825650689
1.815783876,2.826004797
1.818280614,2.826357395
1.820777282,2.82670848
1.823273883,2.827058054
1.825770415,2.827406116
1.82826688,2.827752667
1.830763278,2.828097705
1.833259609,2.828441231
1.835755873,2.828783244
1.83825207,2.829123746
1.840748202,2.829462734
1.843244267,2.82980021
1.845740267,2.830136173
1.848236202,2.830470624
1.850732073,2.830803561
1.853227878,2.831134985
1.855723619,2.831464896
1.858219297,2.831793294
1.86071491,2.832120178
1.86321046,2.832445549
1.865705947,2.832769405
1.868201372,2.833091748
1.870696734,2.833412577
1.873192033,2.833731892
1.875687271,2.834049693
1.878182448,2.83436598
1.880677563,2.834680752
1.883172617,2.83499401
1.88566761,2.835305753
1.888162543,2.835615981
1.890657416,2.835924695
1.893152229,2.836231894
1.895646983,2.836537577
1.898141678,2.836841746
1.900636314,2.837144399
1.903130891,2.837445537
1.90562541,2.837745159
1.908119871,2.838043266
1.910614275,2.838339857
1.913108621,2.838634932
1.91560291,2.838928492
1.918097142,2.839220535
1.920591318,2.839511063
1.923085438,2.839800074
1.925579501,2.840087569
1.92807351,2.840373547
1.930567463,2.840658009
1.933061361,2.840940954
1.935555204,2.841222383
1.938048994,2.841502295
1.940542729,2.84178069
1.94303641,2.842057568
1.945530038,2.842332929
1.948023613,2.842606773
1.950517135,2.842879099
1.953010604,2.843149908
1.955504021,2.8434192
1.957997386,2.843686974
1.9604907,2.84395323
1.962983962,2.844217969
1.965477173,2.84448119
1.967970333,2.844742892
1.970463443,2.845003077
1.972956503,2.845261744
1.975449512,2.845518892
1.977942473,2.845774522
1.980435384,2.846028634
1.982928246,2.846281227
1.985421059,2.846532302
1.987913824,2.846781858
1.990406541,2.847029895
1.99289921,2.847276413
1.995391832,2.847521412
1.997884406,2.847764893
2.000376934,2.848006854
2.002869415,2.848247296
2.005361849,2.848486219
2.007854238,2.848723622
2.010346581,2.848959506
2.012838879,2.849193871
2.015331131,2.849426715
2.017823339,2.84965804
2.020315502,2.849887846
2.022807621,2.850116131
2.025299696,2.850342897
2.027791727,2.850568142
2.030283715,2.850791868
2.032775661,2.851014073
2.035267563,2.851234758
2.037759423,2.851453922
2.040251241,2.851671566
2.042743017,2.85188769
2.045234751,2.852102293
2.047726444,2.852315376
2.050218096,2.852526937
2.052709708,2.852736978
2.055201279,2.852945498
2.05769281,2.853152497
2.060184301,2.853357975
2.062675753,2.853561932
2.065167166,2.853764368
2.06765854,2.853965282
2.070149875,2.854164676
2.072641172,2.854362547
2.075132431,2.854558898
2.077623652,2.854753726
2.080114836,2.854947034
2.082605983,2.855138819
2.085097093,2.855329083
2.087588166,2.855517825
2.090079203,2.855705045
2.092570204,2.855890743
2.09506117,2.856074919
2.0975521,2.856257573
2.100042995,2.856438705
2.102533856,2.856618315
2.105024682,2.856796402
2.107515474,2.856972967
2.110006232,2.85714801
2.112496956,2.85732153
2.114987647,2.857493528
2.117478305,2.857664003
2.119968931,2.857832956
2.122459524,2.858000385
